	Test Accuracy	Test Top-4 Accuracy	Training Accuracy	Training Top-4 Accuracy	Validation Accuracy	Validation Top-4 Accuracy	denseNodes	dropout1	dropout2	featureVectorString	outputshape	self
56	0.8866666666666667	0.99	0.9443226655237197	0.9986847873739588	0.9036777579011934	0.9929947471034088	128	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_075_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x00000253AD4BEB00>
57	0.8833333325386047	0.9966666666666667	0.9381850066021941	1.0	0.9124343263706267	0.9929947453288397	128	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_100_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x00000253E19FEF60>
58	0.8833333325386047	0.9966666666666667	0.9351161771675621	0.9982463831652784	0.9124343263706267	0.9912434318437259	128	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_100_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x00000250861449E8>
59	0.8499999992052714	0.9933333333333333	0.9259096887591428	0.9995615957913196	0.9124343263706267	0.9912434318437259	128	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_100_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x00000251FC072588>
60	0.8666666658719381	0.99	0.9364313897936034	0.9986847873739588	0.8844133095649412	0.9824868644181567	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_035_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000025462487780>
61	0.8533333325386048	0.99	0.9188952214463872	0.997807978956598	0.8704028016840305	0.9877408059173624	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_035_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x0000025448BD3EB8>
62	0.8766666658719381	0.9933333333333333	0.9359929855326611	0.9986847873739588	0.8669001747138029	0.9859894913883844	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_035_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x00000254F5F5FBA8>
63	0.8666666666666667	0.9866666666666667	0.9342393687240704	0.9991231915826392	0.870402803041054	0.9947460605885227	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_050_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x000002552A2AC940>
64	0.8600000007947286	0.9833333333333333	0.9219640508548882	0.9995615957913196	0.8861646223193501	0.9964973740736365	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_050_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x000002556058D080>
65	0.8533333341280619	0.9933333333333333	0.9342393687240704	0.9995615957913196	0.8826619971236915	0.9859894913883844	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_050_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x000002559A812668>
66	0.8900000007947286	0.99	0.9408154318281455	0.9995615957913196	0.8826619963929866	0.9947460605885227	256	0.25	0.5	https://tfhub.dev/google/imagenet/mobilenet_v2_075_128/feature_vector/2	9	<__main__.TransferLearningModel object at 0x00000255621F69E8>
